reporter_iso,reporter_name,partner_iso,partner_name,section_code,section_name,imp_rank_seccode_5yr,imp_rank_seccode_5yr,imp_sum_seccode_5yr,exp_sum_seccode_5yr
slb,Solomon Isds,rus,Russian Federation,01,Live animals and animal products,131,93,0,16683
zaf,South Africa,rus,Russian Federation,02,Vegetable products,19,18,638112470,824479353
zaf,South Africa,rus,Russian Federation,15,Base metals and articles of base metal,44,40,633146369,165941029
zaf,South Africa,rus,Russian Federation,06,Product of the chemicals or allied industries,49,59,359086654,31470731
zaf,South Africa,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",52,49,59787839,152918399
zaf,South Africa,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",54,61,50916344,9416246
zaf,South Africa,rus,Russian Federation,05,Mineral products,78,12,210647629,416478173
zaf,South Africa,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",22,59,127262646,715391
zaf,South Africa,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",24,48,75008969,187031
zaf,South Africa,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",60,55,18537003,302883
zaf,South Africa,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",72,50,6889318,23093160
zaf,South Africa,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",70,43,6756897,163462119
zaf,South Africa,rus,Russian Federation,01,Live animals and animal products,41,78,18771993,348926
zaf,South Africa,rus,Russian Federation,11,Textile and textile articles,65,70,1891898,2116137
zaf,South Africa,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",48,59,9312184,4577193
zaf,South Africa,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",26,20,1274307,462445
zaf,South Africa,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",84,64,594840,650791
zaf,South Africa,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",48,82,274356,3545
zaf,South Africa,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",46,57,312809,409584
zaf,South Africa,rus,Russian Federation,99,NA,47,81,2120738,18842
zaf,South Africa,rus,Russian Federation,20,Miscellaneous manufactured articles,54,73,2869417,220946
zaf,South Africa,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",54,19,32068,2146410
zaf,South Africa,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,107,57,29,106345
esp,Spain,rus,Russian Federation,05,Mineral products,22,34,13382966842,44205430
esp,Spain,rus,Russian Federation,15,Base metals and articles of base metal,27,21,1524996665,576948022
esp,Spain,rus,Russian Federation,06,Product of the chemicals or allied industries,26,23,927201779,1499930934
esp,Spain,rus,Russian Federation,02,Vegetable products,42,38,229300057,221520369
esp,Spain,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",4,13,64548171,80282424
esp,Spain,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",20,12,282750925,981434581
esp,Spain,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",23,17,259506735,776984711
esp,Spain,rus,Russian Federation,01,Live animals and animal products,16,39,252521437,42261895
esp,Spain,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,35,7,23255993,154464063
esp,Spain,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",40,20,88804770,25154851
esp,Spain,rus,Russian Federation,11,Textile and textile articles,18,7,43931924,1829598881
esp,Spain,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",22,6,81431685,592801861
esp,Spain,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",37,30,165487130,1632990831
esp,Spain,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",55,17,38910817,173793385
esp,Spain,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",50,19,34451295,1238729681
esp,Spain,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",59,34,6473638,86971939
esp,Spain,rus,Russian Federation,20,Miscellaneous manufactured articles,21,18,41821725,220254273
esp,Spain,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",40,9,325424,6869356
esp,Spain,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",26,29,534917,420610
esp,Spain,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",35,10,814380,203326346
esp,Spain,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",57,16,275965,55323778
esp,Spain,rus,Russian Federation,99,NA,43,20,4467825,81674289
lka,Sri Lanka,rus,Russian Federation,15,Base metals and articles of base metal,75,90,179858300,69195
lka,Sri Lanka,rus,Russian Federation,02,Vegetable products,27,23,372454659,586511704
lka,Sri Lanka,rus,Russian Federation,05,Mineral products,83,71,108807878,447209
lka,Sri Lanka,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",49,65,50772457,189927
lka,Sri Lanka,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",61,51,32437244,25283410
lka,Sri Lanka,rus,Russian Federation,06,Product of the chemicals or allied industries,92,76,52840605,6342031
lka,Sri Lanka,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",95,67,4170169,6797011
lka,Sri Lanka,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",84,66,3088231,54149
lka,Sri Lanka,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",100,90,848253,1800265
lka,Sri Lanka,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",75,85,6397312,145167
lka,Sri Lanka,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",101,67,120051,367662
lka,Sri Lanka,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",94,110,408241,2
lka,Sri Lanka,rus,Russian Federation,20,Miscellaneous manufactured articles,90,65,109249,891846
lka,Sri Lanka,rus,Russian Federation,01,Live animals and animal products,108,57,32332,8961040
lka,Sri Lanka,rus,Russian Federation,11,Textile and textile articles,108,40,30234,78374588
lka,Sri Lanka,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",127,47,50,4864806
lka,Sri Lanka,rus,Russian Federation,99,NA,69,84,303995,9720
lka,Sri Lanka,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,85,40,46942,1480563
sdn,Sudan,rus,Russian Federation,02,Vegetable products,3,114,3611770394,125752
sdn,Sudan,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,17,86,159612144,0
sdn,Sudan,rus,Russian Federation,05,Mineral products,98,112,25208952,2
sdn,Sudan,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",51,106,33050984,6698
sdn,Sudan,rus,Russian Federation,15,Base metals and articles of base metal,93,114,23531132,0
sdn,Sudan,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",84,116,8083377,0
sdn,Sudan,rus,Russian Federation,06,Product of the chemicals or allied industries,121,111,3363651,1
sdn,Sudan,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",84,125,7639092,0
sdn,Sudan,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",116,114,252819,0
sdn,Sudan,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",32,36,805455,0
sdn,Sudan,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",98,105,677141,0
sdn,Sudan,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",110,103,28378,0
sdn,Sudan,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",114,108,100250,100
sdn,Sudan,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",97,112,1327731,23142
sdn,Sudan,rus,Russian Federation,99,NA,107,97,5309,5
sdn,Sudan,rus,Russian Federation,11,Textile and textile articles,72,124,854595,0
swz,Swaziland,rus,Russian Federation,02,Vegetable products,98,91,20474347,3735611
swz,Swaziland,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",141,125,40555,0
swz,Swaziland,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",136,113,11737,2
swz,Swaziland,rus,Russian Federation,99,NA,102,65,8196,106322
swe,Sweden,rus,Russian Federation,05,Mineral products,20,29,15272215347,62565717
swe,Sweden,rus,Russian Federation,06,Product of the chemicals or allied industries,12,21,2459173315,1639083327
swe,Sweden,rus,Russian Federation,15,Base metals and articles of base metal,48,23,562421652,512599351
swe,Sweden,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",26,21,222665932,543310336
swe,Sweden,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",24,16,410662641,31045674
swe,Sweden,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",16,47,338338813,133790114
swe,Sweden,rus,Russian Federation,11,Textile and textile articles,21,45,25915513,65763621
swe,Sweden,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",29,25,50191099,45853684
swe,Sweden,rus,Russian Federation,01,Live animals and animal products,38,58,29248100,7286145
swe,Sweden,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",45,16,82829559,4232825746
swe,Sweden,rus,Russian Federation,02,Vegetable products,80,68,42553363,25680800
swe,Sweden,rus,Russian Federation,20,Miscellaneous manufactured articles,19,22,42715236,136433144
swe,Sweden,rus,Russian Federation,99,NA,49,52,2020011,725857
swe,Sweden,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",65,15,11519659,1706856436
swe,Sweden,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",50,23,9054746,195844769
swe,Sweden,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",87,7,6282367,413576201
swe,Sweden,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",14,14,2600364,5256071
swe,Sweden,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",60,44,170345,278982
swe,Sweden,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",59,32,55322,6893
swe,Sweden,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",49,39,257802,12159395
swe,Sweden,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,52,3,3879747,350162116
swe,Sweden,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",52,25,169515,19138671
che,Switzerland,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",7,3,4153731068,360478823
che,Switzerland,rus,Russian Federation,05,Mineral products,81,37,180841873,38933010
che,Switzerland,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",32,27,198943035,2185056862
che,Switzerland,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",29,15,192078844,741015743
che,Switzerland,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",32,38,144119217,143414327
che,Switzerland,rus,Russian Federation,01,Live animals and animal products,36,22,41524019,161722458
che,Switzerland,rus,Russian Federation,15,Base metals and articles of base metal,78,32,126882003,282387949
che,Switzerland,rus,Russian Federation,06,Product of the chemicals or allied industries,85,4,85636965,6474223318
che,Switzerland,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",55,21,31685018,22142923
che,Switzerland,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",19,5,35736326,1752601785
che,Switzerland,rus,Russian Federation,02,Vegetable products,101,45,15850185,143706645
che,Switzerland,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,64,37,1109361,1849978
che,Switzerland,rus,Russian Federation,11,Textile and textile articles,25,41,23508821,77039467
che,Switzerland,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",55,39,17839957,63211474
che,Switzerland,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",72,36,15907671,26945831
che,Switzerland,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",6,5,24217706,35152118
che,Switzerland,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",47,21,5830283,73573697
che,Switzerland,rus,Russian Federation,20,Miscellaneous manufactured articles,36,42,16269013,38676293
che,Switzerland,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",40,24,702814,24809667
che,Switzerland,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",31,28,1142533,28350734
che,Switzerland,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",34,10,690902,6181622
che,Switzerland,rus,Russian Federation,99,NA,80,13,96105,310261712
mkd,TFYR of Macedonia,rus,Russian Federation,05,Mineral products,71,80,366558376,124004
mkd,TFYR of Macedonia,rus,Russian Federation,15,Base metals and articles of base metal,66,77,253553064,748421
mkd,TFYR of Macedonia,rus,Russian Federation,06,Product of the chemicals or allied industries,100,51,30523467,56329103
mkd,TFYR of Macedonia,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",64,80,29245048,282957
mkd,TFYR of Macedonia,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",77,102,6992506,24
mkd,TFYR of Macedonia,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",85,63,6783129,17821428
mkd,TFYR of Macedonia,rus,Russian Federation,02,Vegetable products,112,49,2749303,102107179
mkd,TFYR of Macedonia,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",94,76,4258673,37769
mkd,TFYR of Macedonia,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",86,69,3786388,1913772
mkd,TFYR of Macedonia,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",61,69,2388329,222422
mkd,TFYR of Macedonia,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",80,72,4347602,13878895
mkd,TFYR of Macedonia,rus,Russian Federation,99,NA,77,83,143596,13646
mkd,TFYR of Macedonia,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",83,78,861398,299953
mkd,TFYR of Macedonia,rus,Russian Federation,20,Miscellaneous manufactured articles,85,69,165314,445827
mkd,TFYR of Macedonia,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",64,84,42479,8481
mkd,TFYR of Macedonia,rus,Russian Federation,11,Textile and textile articles,90,67,133527,3408521
mkd,TFYR of Macedonia,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",72,70,26580,65269
mkd,TFYR of Macedonia,rus,Russian Federation,01,Live animals and animal products,122,73,1764,914584
tha,Thailand,rus,Russian Federation,05,Mineral products,29,40,5948674317,36538909
tha,Thailand,rus,Russian Federation,06,Product of the chemicals or allied industries,25,42,939617330,164322118
tha,Thailand,rus,Russian Federation,15,Base metals and articles of base metal,25,50,1817496196,64487078
tha,Thailand,rus,Russian Federation,01,Live animals and animal products,17,33,246609638,69748158
tha,Thailand,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",27,18,212600693,670043807
tha,Thailand,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",25,43,113276850,10171496
tha,Thailand,rus,Russian Federation,02,Vegetable products,53,43,167525858,146972442
tha,Thailand,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",65,39,27549845,735154888
tha,Thailand,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",27,7,55125132,219691902
tha,Thailand,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",67,23,7892581,457699595
tha,Thailand,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",63,30,14345440,4059832
tha,Thailand,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",38,17,80168562,1470579262
tha,Thailand,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",44,32,10401791,106790012
tha,Thailand,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",9,36,15507904,0
tha,Thailand,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",54,40,4152461,14226654
tha,Thailand,rus,Russian Federation,20,Miscellaneous manufactured articles,61,30,1416988,79265897
tha,Thailand,rus,Russian Federation,11,Textile and textile articles,58,42,3112818,74992371
tha,Thailand,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",43,28,453682,15680357
tha,Thailand,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",56,48,30854,29653
tha,Thailand,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",67,20,40860,69563126
tha,Thailand,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,104,34,141,3107052
tgo,Togo,rus,Russian Federation,05,Mineral products,93,113,43982292,0
tgo,Togo,rus,Russian Federation,06,Product of the chemicals or allied industries,102,113,28591001,0
tgo,Togo,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",86,103,361483,0
tgo,Togo,rus,Russian Federation,15,Base metals and articles of base metal,104,114,8208587,0
tgo,Togo,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",125,116,232389,0
tgo,Togo,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",134,125,251944,0
tgo,Togo,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",138,111,3670,0
tun,Tunisia,rus,Russian Federation,05,Mineral products,55,88,1149360738,36580
tun,Tunisia,rus,Russian Federation,06,Product of the chemicals or allied industries,62,61,239179051,30236955
tun,Tunisia,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,20,39,130043227,1742636
tun,Tunisia,rus,Russian Federation,02,Vegetable products,52,64,176969278,35471564
tun,Tunisia,rus,Russian Federation,15,Base metals and articles of base metal,56,87,389907017,207415
tun,Tunisia,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",52,68,43135498,131234
tun,Tunisia,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",73,54,8467277,330473
tun,Tunisia,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",67,70,3896933,719709
tun,Tunisia,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",68,82,7035677,3802325
tun,Tunisia,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",80,75,3170796,707779
tun,Tunisia,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",90,84,5686747,908995
tun,Tunisia,rus,Russian Federation,20,Miscellaneous manufactured articles,108,59,34876,2050708
tun,Tunisia,rus,Russian Federation,11,Textile and textile articles,87,64,173721,3845185
tun,Tunisia,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",58,36,65102,0
tun,Tunisia,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",84,80,3832913,409578
tun,Tunisia,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",105,58,83397,1068203
tun,Tunisia,rus,Russian Federation,01,Live animals and animal products,86,59,656355,7195262
tun,Tunisia,rus,Russian Federation,99,NA,40,51,11108330,793362
tun,Tunisia,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",131,53,0,2061580
tur,Turkey,rus,Russian Federation,99,NA,1,17,33593441855,159935598
tur,Turkey,rus,Russian Federation,05,Mineral products,12,8,25905678631,749156531
tur,Turkey,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,2,8,2173786739,136702768
tur,Turkey,rus,Russian Federation,15,Base metals and articles of base metal,1,10,21406247138,1259260337
tur,Turkey,rus,Russian Federation,02,Vegetable products,2,3,7782840807,3697507048
tur,Turkey,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",15,15,541070026,33455116
tur,Turkey,rus,Russian Federation,06,Product of the chemicals or allied industries,10,26,2722720532,895566369
tur,Turkey,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",3,29,1986751001,393554010
tur,Turkey,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",6,23,739322042,83052833
tur,Turkey,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",9,15,927388160,1026645242
tur,Turkey,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",10,11,150039345,218352915
tur,Turkey,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",15,11,615095772,131887640
tur,Turkey,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",21,21,365096774,2886779781
tur,Turkey,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",12,7,16704964,208323604
tur,Turkey,rus,Russian Federation,11,Textile and textile articles,6,6,83195900,2110240815
tur,Turkey,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",29,14,117622959,1737950431
tur,Turkey,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",11,39,51769203,61263745
tur,Turkey,rus,Russian Federation,01,Live animals and animal products,50,13,13186605,447394684
tur,Turkey,rus,Russian Federation,20,Miscellaneous manufactured articles,35,16,17513314,278427654
tur,Turkey,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",12,3,8112515,35650498
tur,Turkey,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",58,32,28242,223188
tur,Turkey,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",32,7,1074844,409986515
